Manufacturer_Name,Approved_MFG_Location,Location Status,Usage Status,Quality Agreement,Current Audit Document,Approval Document/Reference#,Quality Due Date,Function,Quality Risk,Description of Goods/Services,Material Group,Amgen site,Supplier ID,Billing Vendor ID,Managed by,Subcategory,Billing Vendor Name,Billing Vendor Address,Last Changed By,Created on,Description
LAMINAR MEDICA (CE) S.R.O.,"VODNANY, CZ",APPROVED,Acceptable,N/A PER SOP-416272,AMS-23244,N/A PER SOP-416272,12/31/9999,SUPPLIER QUALITY,Low,CONTROLLED TEMPERATURE SHIPPING SYSTEM,PKGEXD,GLOBAL,100025478,100025478,ES PACKAGING,CONTROLLED TEMPERATURE SHIPPING SYSTEM,LAMINAR MEDICA (CE) S.R.O.,"VODNANY, CZ",NMARINOS,1/12/2016,Ship Matls-Ext Dist
IRON MOUNTAIN FINLAND OY,"VAANTA, FI",APPROVED,Acceptable,QAGR-401081,"REC-576749,577010",REC-577710,6/9/2023,GENERAL,Low,"IRON MOUNTAIN, THROUGH ITS DIVISIONS AND AFFILIATES, PROVIDES VARIOUS RECORDS AND INFORMATION MANAGEMENT SERVICES, INCLUDING THE STORAGE OF RECORDS, PAPER (HARD-COPY), STORAGE OF MEDIA, DOCUMENT SHREDDING SERVIC...[SEE REC-577710 FOR COMPLETE DESCRIPTION]",RECDIM,GLOBAL,100028105,100028105,CORPORATE QUALITY ASSURANCE,ARCHIVING,IRON MOUNTAIN FINLAND OY,"VAANTA, FI",NMARINOS,07/15/2021,Rec Inf Mgmt
IRON MOUNTAIN IRE LTD,"DUBLIN, IE",APPROVED,Acceptable,QAGR-401081,"REC-576749,577010",REC-577710,6/9/2023,GENERAL,Low,"IRON MOUNTAIN, THROUGH ITS DIVISIONS AND AFFILIATES, PROVIDES VARIOUS RECORDS AND INFORMATION MANAGEMENT SERVICES, INCLUDING THE STORAGE OF RECORDS, PAPER (HARD-COPY), STORAGE OF MEDIA, DOCUMENT SHREDDING SERVIC...[SEE REC-577710 FOR COMPLETE DESCRIPTION]",RECDIM,GLOBAL,100028551,100028551,CORPORATE QUALITY ASSURANCE,ARCHIVING,IRON MOUNTAIN IRE LTD,"DUBLIN, IE",NMARINOS,07/15/2021,Rec Inf Mgmt
IRON MOUNTAIN SWEDEN AB,"STOCKHOLM, SE",APPROVED,Acceptable,QAGR-401081,"REC-576749,577010",REC-577710,6/9/2023,GENERAL,Low,"IRON MOUNTAIN, THROUGH ITS DIVISIONS AND AFFILIATES, PROVIDES VARIOUS RECORDS AND INFORMATION MANAGEMENT SERVICES, INCLUDING THE STORAGE OF RECORDS, PAPER (HARD-COPY), STORAGE OF MEDIA, DOCUMENT SHREDDING SERVIC...[SEE REC-577710 FOR COMPLETE DESCRIPTION]",RECDIM,GLOBAL,100028915,100028915,CORPORATE QUALITY ASSURANCE,ARCHIVING,IRON MOUNTAIN SWEDEN AB,"STOCKHOLM, SE",NMARINOS,07/15/2021,Rec Inf Mgmt
IRON MOUNTAIN IRON MOUNTAIN MAGYARORSZÁG KFT,"BUDAPEST, HU",APPROVED,Acceptable,QAGR-401081,"REC-576749,577010",REC-577710,6/9/2023,GENERAL,Low,"IRON MOUNTAIN, THROUGH ITS DIVISIONS AND AFFILIATES, PROVIDES VARIOUS RECORDS AND INFORMATION MANAGEMENT SERVICES, INCLUDING THE STORAGE OF RECORDS, PAPER (HARD-COPY), STORAGE OF MEDIA, DOCUMENT SHREDDING SERVIC...[SEE REC-577710 FOR COMPLETE DESCRIPTION]",RECDIM,GLOBAL,100029363,100029363,CORPORATE QUALITY ASSURANCE,ARCHIVING,IRON MOUNTAIN,"BUDAPEST, HU",NMARINOS,07/15/2021,Rec Inf Mgmt
MOVIANTO ESPANA S.A.,"GETAFE (MADRID), ES",APPROVED,Acceptable,QAGR-401211,AMS-69093,REC-564568,04/14/2022,INTERNATIONAL LOGISTIC SERVICE PROVIDER,High,WAREHOUSING AND DISTRIBUTION SERVICES INCLUDING LOGISITICS SERVICE PROVIDERS,WAREH,GLOBAL,100032536,100032536,"JANSEN, NIENKE",WAREHOUSING AND DISTRIBUTION SERVICES INCLUDING LOGISITICS SERVICE PROVIDERS,MOVIANTO ESPANA S.A.,"GETAFE (MADRID), ES",NMARINOS,12/19/2015,Warehousing
TEAM CONSULTING LTD,"CAMBRIDGE, GB",APPROVED,Acceptable,QAGR-402208,AMS-49199,FORM-492151,04/22/2022,MEDICAL DEVICES,Medium,"TEAM CONSULTING WILL PROVIDE HUMAN FACTORS CONSULTING AND ADVICE ON PLAN DEVELOPMENT, ALONG WITH CONDUCTING FORMATIVE AND SUMMATIVE STUDIES. HUMAN FACTORS INTERACTION DESIGN FOR INSTRUCTIONS OF USE, REFERENCE / COMPLIANCE GUIDES AND PACKAGING DESIGN.",DEVICE,GLOBAL,100033266,100033266,"MOUNCE, PAUL",HUMAN FACTORS (SUMMATIVE STUDIES) & OTHER TESTING,TEAM CONSULTING LTD,"CAMBRIDGE, GB",NMARINOS,12/19/2015,Devices
FISHER BIOPHARMA SERVICES INDIA PRIVATE LTD,"AHMEDABAD,06,IN",APPROVED,Acceptable,QAGR-400939,AMS-58411,REC-561861,12/22/2022,CLINICAL LOGISTIC SERVICE PROVIDERS,High,"PROVIDE SERVICES FOR PRODUCT PACKAGING, LABELING, STORAGE, TRANSPORT AND DISTRIBUTION, AND MANAGEMENT OF LOGISTICAL ACTIVITIES",CLNDEP,GLOBAL,100034297,100115501,DEVELOPMENT SUPPLY CHAIN,CLINICAL DEPOTS (LOGISTICS SERVICE PROVIDERS) FOR CLINICAL TRIAL PRODUCTS,FISHER CLINICAL SERVICES UK LTD,"WEST SUSSEX, GB",NMARINOS,12/19/2015,Clinical Depots
JAN DE RIJK LOGISTICS BV,"ROOSENDAAL, NL",APPROVED,Acceptable,QAGR-401174,AMS-65158,REC-565930,06/15/2023,TRANSPORT,Medium,TRANSPORT SERVICE PROVIDERS,SHDELS,GLOBAL,100035755,100035755,EU DISTRIBUTION & INNOVATION,TRANSPORT SERVICE PROVIDERS,JAN DE RIJK LOGISTICS BV,"ROOSENDAAL, NL",NMARINOS,12/19/2015,Ship& Delivery Serv
ZAO ITEMS WAREHOUSE,"MOSCOW, RU",APPROVED,Acceptable,QAGR-401143,AMS-58107,REC-561993,01/31/2023,INTERNATIONAL LOGISTIC SERVICE PROVIDER,Medium,WAREHOUSING AND DISTRIBUTION SERVICES INCLUDING LOGISITICS SERVICE PROVIDERS,WAREH,GLOBAL,100036170,100036170,RUSSIA DISTRIBUTION / INNA MATVEEVA,WAREHOUSING AND DISTRIBUTION SERVICES INCLUDING LOGISITICS SERVICE PROVIDERS,ZAO ITEMS WAREHOUSE,"MOSCOW, RU",GTORRE05,12/19/2015,Warehousing
DHL EXEL SUPPLY CHAIN ITALY S.P.A.,"SETTALA (MI), IT",APPROVED,Acceptable,QAGR-402196,AMS-58398,REC-567265,4/10/2022,INTERNATIONAL LOGISTIC SERVICE PROVIDER,Medium,WAREHOUSING AND DISTRIBUTION SERVICES INCLUDING LOGISITICS SERVICE PROVIDERS,WAREH,GLOBAL,100037778,100037778,"GLOBAL DISTRIBUTION / VAN HEMERT, RIES",WAREHOUSING AND DISTRIBUTION SERVICES INCLUDING LOGISITICS SERVICE PROVIDERS,DHL EXEL SUPPLY CHAIN ITALY S.P.A.,"SETTALA (MI), IT",NMARINOS,12/19/2015,Warehousing
IV LABS INC DBA INORGANIC VENTURES INC,"CHRISTIANSBURG,VA,US",APPROVED,Acceptable,N/A PER SOP-427473,AMS-57231,REC-560522,12/31/2022,CALIBRATION,Low,SUPPLIER OF PH AND CONDUCTIVITY STANDARD,INCLSV,GLOBAL,100039306,100039306,"TRONCOSO, RAUL",INSPECTION AND CALIBRATION SERVICE PROVIDERS,IV LABS INC,"CHRISTIANSBURG,VA,US",GTORRE05,12/19/2015,Insp&Calibration Srv
ROCKWELL AUTOMATION INC,"ANAHEIM,CA,US",APPROVED,Acceptable,N/A PER SOP-427473,N/A PER SOP-427473,REC-568830,07/15/2023,GENERAL,Medium,AUTOMATION SYSTEM SERVICE PROVIDERS,MFGEXE,GLOBAL,100039517,100039517,"HERNANDEZ, JOSE (JOSEH02)/CORPORATE OIS",AUTOMATION SYSTEMS SERVICE PROVIDERS,ROCKWELL AUTOMATION INC,"ANAHEIM,CA,US",NMARINOS,12/19/2015,Mfg Execute Sys
OPTIMA MACHINERY CORP,"GREEN BAY,WI,US",APPROVED,Acceptable,QAGR-401479,N/A PER SOP-427473,REC-551192,10/7/2022,F&E MAINTENANCE,Low,PCS ELASTOMER SUPPLIER,ETVPS,GLOBAL,100039562,100039562,"WALTNER, JERRY",PCS ELASTOMER,OPTIMA MACHINERY CORP,"GREEN BAY,WI,US",NMARINOS,12/19/2015,MRO - ETVPS
STERIS CORP,"PITTSBURGH,PA,US",APPROVED,Acceptable,QAGR-400879,N/A PER SOP-427473,REC-561887,01/27/2024,F&E MAINTENANCE,Low,WELDING AND TECHNICAL SUPPORT FOR FINN AQUA WFI STILLS TROUBLESHOOTING,MAINT,GLOBAL,100039690,100039690,"MALDONADO, DAISEY",GENERAL EQUIPMENT SERVICES,STERIS CORP,"PITTSBURGH,PA,US",NMARINOS,12/19/2015,Maintenance Srv
AUTOPAK ENGINEERING CORP,"SAN JUAN,PR,US",APPROVED,Acceptable,N/A PER SOP-427473,N/A PER SOP-427473,REC-564117,07/28/2023,F&E MAINTENANCE,Low,METAL FABRICATOR FOR PACKAGING EQUIPMENT,MAINT,GLOBAL,100039725,100039725,"MALDONADO, DAISEY",OEM (ORIGINAL EQUIPMENT MANUFACTURER) SERVICES,AUTOPAK ENGINEERING CORP,"SAN JUAN,PR,US",NMARINOS,12/19/2015,Maintenance Srv
FISHER CONTROL CONECO DE PR,"CHICAGO,IL,US",APPROVED,Acceptable,QAGR-401431,N/A PER SOP-427473,REC-566790,10/24/2024,F&E MAINTENANCE,Low,PCS ELASTOMER SUPPLIER,ETVPS,GLOBAL,100039756,100039756,"WALTNER, JERALD",PCS ELASTOMER,FISHER CONTROL,"CHICAGO,IL,US",NMARINOS,12/19/2015,MRO - ETVPS
CORTES INDUSTRIAL ORGANIZATION INC,"SANTURCE,PR,US",APPROVED,Acceptable,QAGR-400922,N/A PER SOP-427473,REC-561886,09/30/2022,F&E MAINTENANCE,Low,ELECTRICAL AND MECHANICAL REFURBISHED AND MAINTENANCE SERVICES,MAINT,GLOBAL,100039757,100039757,"MALDONADO, DAISEY",UTILITIES/ MECHANICAL SERVICES,CORTES INDUSTRIAL ORGANIZATION INC,"SANTURCE,PR,US",NMARINOS,12/19/2015,Maintenance Srv
PHARMACEUTICAL PROCESS SYSTEMS,"MANATI,PR,US",APPROVED,Acceptable,QAGR-401471,N/A PER SOP-427473,REC-553852,9/12/2024,F&E MAINTENANCE,Low,PCS ELASTOMER SUPPLIER,ETVPS,GLOBAL,100039768,100039768,"WALTNER, JERALD",PCS ELASTOMER,PHARMACEUTICAL PROCESS SYSTEMS,"MANATI,PR,US",NMARINOS,12/19/2015,MRO - ETVPS
ERNESTO LOPEZ & ASSOC,"RIO PIEDRAS,PR,US",APPROVED,Acceptable,QAGR-400942,AMS-51385,REC-560222,01/31/2024,CALIBRATION,Low,CLEANROOM AND HOOD CERTIFICATION,INCLSV,GLOBAL,100039779,100039779,"TRONCOSO, RAUL",INSPECTION AND CALIBRATION SERVICE PROVIDERS,ERNESTO LOPEZ & ASSOC,"RIO PIEDRAS,PR,US",NMARINOS,12/19/2015,Insp&Calibration Srv
INSECO,"SAN JUAN,PR,US",APPROVED,Acceptable,QAGR-401487,N/A PER SOP-427473,REC-551610,10/31/2024,PRODUCT CONTACT ELASTOMER/HOSE SUPPLIER,Low,PCS HOSE,ETVPS,GLOBAL,100039827,100039827,"WALTNER, JERRY",PCS HOSE,INSECO,"SAN JUAN,PR,US",GTORRE05,12/19/2015,MRO - ETVPS
INSECO,"SAN JUAN,PR,US",APPROVED,Acceptable,QAGR-401487,N/A PER SOP-427473,REC-551610,10/31/2024,PRODUCT CONTACT ELASTOMER/HOSE SUPPLIER,Low,PCS ELASTOMER,ETVPS,GLOBAL,100039827,100039827,"WALTNER, JERRY",PCS ELASTOMER,INSECO,"SAN JUAN,PR,US",GTORRE05,12/19/2015,MRO - ETVPS
JOHNNY RULLAN & CO INC,"SAN JUAN,PR,US",APPROVED,Acceptable,N/A PER SOP-430398,N/A PER SOP-427473,REC-564058,06/30/2022,F&E MAINTENANCE,Low,MANUFACTURER REPRESENTATIVE DISTRIBUTOR,MAINT,GLOBAL,100039866,100039866,"MALDONADO, DAISEY",FAR (FACTORY AUTHORIZED REPRESENTATIVE),JOHNNY RULLAN & CO INC,"SAN JUAN,PR,US",NMARINOS,12/19/2015,Maintenance Srv
MILLIPORE,"CHICAGO,IL,US",APPROVED,Acceptable,QAGR-400747,N/A PER SOP-427473,REC-569122,08/20/2022,F&E MAINTENANCE,Low,PCS ELASTOMER SUPPLIER,ETVPS,GLOBAL,100039879,100039879,"WALTNER, JERALD",PCS ELASTOMER,MILLIPORE,"CHICAGO,IL,US",NMARINOS,12/19/2015,MRO - ETVPS
MICRO MEASUREMENT LABORATORIES INC,"WHEELING,IL,US",APPROVED,Acceptable,QAGR-401015,AMS-51464,REC-556713,01/31/2024,CALIBRATION,Low,PARTICLE SIZE STANDARDS FOR CALIBRATION AND VERIFICATION OF VISUAL VERIFICATION SYSTEMS,INCLSV,GLOBAL,100039904,100039904,"TRONCOSO, RAUL",INSPECTION AND CALIBRATION SERVICE PROVIDERS,MICRO MEASUREMENT LABORATORIES INC,"WHEELING,IL,US",NMARINOS,12/19/2015,Insp&Calibration Srv
CASHCO INC. - REMIT,"Ellsworth,KS,US",APPROVED,Acceptable,QAGR-401408,N/A PER SOP-427473,REC-553776,9/6/2024,F&E MAINTENANCE,Low,PCS ELASTOMER SUPPLIER,ETVPS,GLOBAL,100039931,100039931,"WALTNER, JERALD",PCS ELASTOMER,CASHCO INC. - REMIT,"Ellsworth,KS,US",NMARINOS,11/30/2016,MRO - ETVPS
CENTRAL INDUSTRIAL SERVICES INC,"BARCELONETA,PR,US",APPROVED,Acceptable,N/A PER SOP-430398,N/A PER SOP-427473,REC-561877,10/19/2024,F&E MAINTENANCE,Low,INSULATION SERVICES,MAINT,GLOBAL,100039952,100039952,"MALDONADO, DAISEY",INSULATION SERVICES,CENTRAL INDUSTRIAL SERVICES INC,"BARCELONETA,PR,US",NMARINOS,12/19/2015,Maintenance Srv
VILAR TRUCKING INC,"CAGUAS,PR,US",APPROVED,Acceptable,N/A PER SOP-427473,N/A PER SOP-427473,REC-574612,03/31/2023,TRANSPORT,Medium,INDIRECT TRANSPORT SERVICE PROVIDER,SHDELS,PRJU,100040028,100040028,GLOBAL SUPPLY HUB NORTH AMERICA,TRANSPORT SERVICE PROVIDERS,VILAR TRUCKING INC,"CAGUAS,PR,US",NMARINOS,3/9/2017,Ship& Delivery Serv
INDUSA INDUSTRIAL SUPPLIES INC,"SAN JUAN,PR,US",APPROVED,Acceptable,QAGR-401683,N/A PER SOP-427473,REC-562359,07/31/2023,F&E MAINTENANCE,Low,PCS ELASTOMER SUPPLIER,ETVPS,GLOBAL,100040122,100040122,"WALTNER, JERALD",PCS ELASTOMER,INDUSA INDUSTRIAL SUPPLIES INC,"SAN JUAN,PR,US",NMARINOS,08/25/2017,MRO - ETVPS
PHARMACEUTICAL SERVICES & INSTITUTE,"CAGUAS,PR,US",APPROVED,Acceptable,QAGR-401430,N/A PER SOP-427473,REC-566791,10/25/2024,F&E MAINTENANCE,Low,PCS ELASTOMER SUPPLIER,ETVPS,GLOBAL,100040141,100040141,"WALTNER, JERALD",PCS ELASTOMER,PHARMACEUTICAL SERVICES & INSTITUTE,"CAGUAS,PR,US",NMARINOS,12/19/2015,MRO - ETVPS
IMC INNOVATIONS INC,"MANATI,PR,US",APPROVED,Acceptable,N/A PER SOP-427473,N/A PER SOP-427473,REC-569386,9/10/2022,GENERAL,Low,VENDOR USED TO ASSIST VALIDATION DURING AIRFLOW VISUALIZATION STUDIES BY PROVIDING EQUIPMENT AND EXECUTING THE FOLLOWING TASKS: SMOKE GENERATION AND VIDEO RECORDING ACTIVITIES.,MFGVICQ,GLOBAL,100040240,100040240,QUALITY ASSURANCE,MANUFACTURING EQUIP INSTALLATION COMMISSION & QUALIF SERVICES,IMC INNOVATIONS INC,"MANATI,PR,US",NMARINOS,9/9/2016,Mfg - ICQ
DASSAULT SYSTEMES BIOVIA CORP BIOVIA CORP ACCELRYS INC,"LOS ANGELES,CA,US",APPROVED,Acceptable,N/A PER SOP-416524,N/A PER SOP-416524,RPT-499779,08/31/2022,COMPUTERIZED SYSTEM,Medium,SOFTWARE FOR GMP COMPUTERIZED SYSTEMS,ISSME,GLOBAL,100040371,100040371,"ASN01228, ASN165867, A... SEE REC-579303","IS - SOFTWARE MAINTENANCE, ELECTRONIC - GMP",DASSAULT SYSTEMES BIOVIA CORP,"LOS ANGELES,CA,US",NMARINOS,12/19/2015,IS Sftwre Maint-Elec
ACCRAPLY INCORPORATED,"PLYMOUTH,MN,US",APPROVED,Acceptable,QAGR-400995,N/A PER SOP-427473,REC-564115,07/20/2024,F&E MAINTENANCE,Low,"PARTS, PLANNED AND REPAIR MAINTENANCE ON PACKAGING EQUIPMENT",MAINT,GLOBAL,100040421,100040421,"MALDONADO, DAISEY",OEM (ORIGINAL EQUIPMENT MANUFACTURER) SERVICES,ACCRAPLY INCORPORATED,"PLYMOUTH,MN,US",NMARINOS,12/19/2015,Maintenance Srv
WATERS TECHNOLOGIES CORP PUERTO RICO BRANCH,"CAGUAS,PR,US",APPROVED,Acceptable,N/A PER SOP-416524,N/A PER SOP-416524,REC-548423,08/31/2022,COMPUTERIZED SYSTEM,Medium,SOFTWARE FOR GMP COMPUTERIZED SYSTEMS,ISSM,GLOBAL,100040441,100040441,"ASN0323769, 7109, ASN1... SEE REC-579303",SOFTWARE MAINTENANCE - ON TANGIBLE MEDIA,WATERS TECHNOLOGIES CORP PUERTO,"CAGUAS,PR,US",NMARINOS,12/19/2015,IS Software Maint
WATERS TECHNOLOGIES CORP PUERTO RICO BRANCH,"CAGUAS,PR,US",APPROVED,Acceptable,N/A PER SOP-416524,N/A PER SOP-416524,REC-548423,08/31/2022,COMPUTERIZED SYSTEM,Medium,SOFTWARE FOR GMP COMPUTERIZED SYSTEMS,ISSLND,GLOBAL,100040441,100040441,"ASN0323769, 7109, ASN1... SEE REC-579303",SOFTWARE LICENSE DOWNLOAD VIA PHYSICAL MEDIA,WATERS TECHNOLOGIES CORP PUERTO,"CAGUAS,PR,US",NMARINOS,12/19/2015,IS SW Lic no Dwnload
WATERS TECHNOLOGIES CORP PUERTO RICO BRANCH,"CAGUAS,PR,US",APPROVED,Acceptable,N/A PER SOP-416524,N/A PER SOP-416524,REC-548423,08/31/2022,COMPUTERIZED SYSTEM,Medium,SOFTWARE FOR GMP COMPUTERIZED SYSTEMS,ISSLDL,GLOBAL,100040441,100040441,"ASN0323769, 7109, ASN1... SEE REC-579303",SOFTWARE LICENSE DOWNLOAD VIA ELECTRONIC DOWNLOAD,WATERS TECHNOLOGIES CORP PUERTO,"CAGUAS,PR,US",NMARINOS,12/19/2015,IS SW Lic Download
WATERS TECHNOLOGIES CORP PUERTO RICO BRANCH,"CAGUAS,PR,US",APPROVED,Acceptable,N/A PER SOP-416524,N/A PER SOP-416524,REC-548423,08/31/2022,COMPUTERIZED SYSTEM,Medium,SOFTWARE FOR GMP COMPUTERIZED SYSTEMS,ISSME,GLOBAL,100040441,100040441,"ASN0323769, 7109, ASN1... SEE REC-579303","IS - SOFTWARE MAINTENANCE, ELECTRONIC - GMP",WATERS TECHNOLOGIES CORP PUERTO,"CAGUAS,PR,US",NMARINOS,12/19/2015,IS Sftwre Maint-Elec
MONTEQUIN DISTRIBUTORS,"SAN JUAN,PR,US",APPROVED,Acceptable,N/A PER SOP-430398,N/A PER SOP-427473,REC-564040,06/30/2023,F&E MAINTENANCE,Low,PARTS AND SERVICES FOR WASHERS AND DRYERS,MAINT,GLOBAL,100040444,100040444,"MALDONADO, DAISEY",GENERAL & MISC MAINTENANCE SERVICES,MONTEQUIN DISTRIBUTORS,"SAN JUAN,PR,US",NMARINOS,12/19/2015,Maintenance Srv
IMAGE DIRECT IDESS INC,"CAGUAS,PR,US",APPROVED,Acceptable,N/A PER SOP-416524,N/A PER SOP-416524,REC-585953,08/31/2022,COMPUTERIZED SYSTEM,Medium,SOFTWARE FOR GMP COMPUTERIZED SYSTEMS,ISSME,PRJU,100040448,100040448,JU007-320,"IS - SOFTWARE MAINTENANCE, ELECTRONIC - GMP",IMAGE DIRECT IDESS INC,"CAGUAS,PR,US",NMARINOS,08/27/2021,IS Sftwre Maint-Elec
IMAGE DIRECT IDESS INC,"CAGUAS,PR,US",APPROVED,Acceptable,N/A PER SOP-416524,N/A PER SOP-416524,REC-585953,08/31/2022,COMPUTERIZED SYSTEM,Medium,SOFTWARE FOR GMP COMPUTERIZED SYSTEMS,ISSM,PRJU,100040448,100040448,JU007-320,SOFTWARE MAINTENANCE - ON TANGIBLE MEDIA,IMAGE DIRECT IDESS INC,"CAGUAS,PR,US",NMARINOS,08/27/2021,IS Software Maint
IMAGE DIRECT IDESS INC,"CAGUAS,PR,US",APPROVED,Acceptable,N/A PER SOP-416524,N/A PER SOP-416524,REC-585953,08/31/2022,COMPUTERIZED SYSTEM,Medium,SOFTWARE FOR GMP COMPUTERIZED SYSTEMS,ISSLDL,PRJU,100040448,100040448,JU007-320,SOFTWARE LICENSE DOWNLOAD VIA ELECTRONIC DOWNLOAD,IMAGE DIRECT IDESS INC,"CAGUAS,PR,US",NMARINOS,08/27/2021,IS SW Lic Download
IMAGE DIRECT IDESS INC,"CAGUAS,PR,US",APPROVED,Acceptable,N/A PER SOP-416524,N/A PER SOP-416524,REC-585953,08/31/2022,COMPUTERIZED SYSTEM,Medium,SOFTWARE FOR GMP COMPUTERIZED SYSTEMS,ISSLND,PRJU,100040448,100040448,JU007-320,SOFTWARE LICENSE DOWNLOAD VIA PHYSICAL MEDIA,IMAGE DIRECT IDESS INC,"CAGUAS,PR,US",NMARINOS,08/27/2021,IS SW Lic no Dwnload
BRUKER OPTICS,"PITTSBURGH,PA,US",APPROVED,Acceptable,N/A PER SOP-416524,N/A PER SOP-416524,RPT-499489,08/31/2022,COMPUTERIZED SYSTEM,Medium,"IS - SOFTWARE MAINTENANCE, ELECTRONIC - GMP",ISSME,GLOBAL,100040539,100040539,"DEMAREST, KATHY","IS - SOFTWARE MAINTENANCE, ELECTRONIC - GMP",BRUKER OPTICS,"PITTSBURGH,PA,US",NMARINOS,12/19/2015,IS Sftwre Maint-Elec
MARCHESINI GROUP USA,"WEST CALDWELL,NJ,US",APPROVED,Acceptable,QAGR-400913,N/A PER SOP-427473,REC-564113,02/28/2023,F&E MAINTENANCE,Low,"PARTS, PLANNED AND REPAIR MAINTENANCE ON PACKAGING EQUIPMENT",MAINT,GLOBAL,100040563,100040563,"MALDONADO, DAISEY",OEM (ORIGINAL EQUIPMENT MANUFACTURER) SERVICES,MARCHESINI GROUP USA,"WEST CALDWELL,NJ,US",NMARINOS,12/19/2015,Maintenance Srv
COLD CHAIN TECHNOLOGIES INC,"HOLLISTON,MA,US",APPROVED,Acceptable,N/A PER SOP-416272,AMS-23477,N/A PER SOP-416272,12/31/9999,SUPPLIER QUALITY,Low,CONTROLLED TEMPERATURE SHIPPING SYSTEM,PKGEXD,GLOBAL,100040605,100040605,ES PACKAGING,CONTROLLED TEMPERATURE SHIPPING SYSTEM,COLD CHAIN TECHNOLOGIES INC,"HOLLISTON,MA,US",NMARINOS,01/13/2016,Ship Matls-Ext Dist
SANI TECH WEST,"CAMARILLO,CA,US",APPROVED,Acceptable,QAGR-401478,N/A PER SOP-427473,REC-551196,08/23/2024,F&E MAINTENANCE,Low,PCS ELASTOMER,ETVPS,GLOBAL,100041027,100041027,"WALTNER, JERALD",PCS ELASTOMER,SANI TECH WEST,"CAMARILLO,CA,US",NMARINOS,12/19/2015,MRO - ETVPS
SANI TECH WEST,"CAMARILLO,CA,US",APPROVED,Acceptable,QAGR-401478,N/A PER SOP-427473,REC-551196,08/23/2024,F&E MAINTENANCE,Low,PCS HOSE,ETVPS,GLOBAL,100041027,100041027,"WALTNER, JERALD",PCS HOSE,SANI TECH WEST,"CAMARILLO,CA,US",NMARINOS,12/19/2015,MRO - ETVPS
AG GROUP LLC AG GROUP INC,"SAN JUAN,PR,US",APPROVED,Acceptable,N/A PER SOP-430398,N/A PER SOP-427473,REC-560749,09/27/2023,F&E MAINTENANCE,Low,AUTOMATION AND ENGINEERING SERVICES,MAINT,GLOBAL,100041190,100041190,"MALDONADO, DAISEY",AUTOMATION SYSTEMS SERVICE PROVIDERS,AG GROUP LLC,"SAN JUAN,PR,US",NMARINOS,12/19/2015,Maintenance Srv
RG MECHANICAL INC,"ENSENADA,PR,US",APPROVED,Acceptable,N/A PER SOP-427473,N/A PER SOP-430398,REC-564048,03/16/2024,F&E MAINTENANCE,Low,"HYGIENIC SYSTEMS, FABRICATION AND INSTALLATION AND MECHANICAL WORKS",MAINT,GLOBAL,100041265,100041265,"MALDONADO, DAISEY",GENERAL EQUIPMENT SERVICES,RG MECHANICAL INC,"ENSENADA,PR,US",NMARINOS,12/19/2015,Maintenance Srv
JOHNSON CONTROLS OF PUERTO RICO INC,"CAROLINA,PR,US",APPROVED,Acceptable,QAGR-400921,N/A PER SOP-427473,REC-564163,03/21/2023,F&E MAINTENANCE,Low,HVAC AND BMS SERVICE CONTROL,MAINT,PRJU,100041285,100041285,"MALDONADO, DAISEY",AUTOMATION SYSTEMS SERVICE PROVIDERS,JOHNSON CONTROLS OF PUERTO RICO INC,"CAROLINA,PR,US",NMARINOS,12/19/2015,Maintenance Srv
"CALDERON, EDWIN DBA CANO PRECISION TOOL","JUNCOS,PR,US",APPROVED,Acceptable,QAGR-400982,N/A PER SOP-427473,REC-564201,01/20/2025,F&E MAINTENANCE,Low,MACHINE SHOP AND SHIPPED METAL SERVICES,MAINT,GLOBAL,100041347,100041347,"MALDONADO, DAISEY",GENERAL EQUIPMENT SERVICES,"CALDERON, EDWIN","JUNCOS,PR,US",GTORRE05,12/19/2015,Maintenance Srv
RDJ CONSULTING SERVICES INC,"BAYAMON,PR,US",APPROVED,Acceptable,N/A PER SOP-427473,N/A PER SOP-427473,REC-560752,08/30/2023,GENERAL,Low,VALIDATION SERVICES,MFGVICQ,GLOBAL,100041375,100041375,QUALITY CONTROL LABORATORY,MANUFACTURING EQUIP INSTALLATION COMMISSION & QUALIF SERVICES,RDJ CONSULTING SERVICES INC,"BAYAMON,PR,US",NMARINOS,12/19/2015,Mfg - ICQ
BYKOWSKI EQUIPMENT & ENGINEERING CO,"CHINO,CA,US",APPROVED,Acceptable,QAGR-401516,N/A PER SOP-427473,REC-565833,04/25/2025,PRODUCT CONTACT ELASTOMER/HOSE SUPPLIER,Low,PCS ELASTOMER,ETVPS,GLOBAL,100041434,100041434,"WALTNER, JERALD",PCS ELASTOMER,BYKOWSKI EQUIPMENT & ENGINEERING CO,"CHINO,CA,US",GTORRE05,11/30/2016,MRO - ETVPS
INDUSTRIAL RUBBER MECH INC  DBA INRUMEC,"GURABO,PR,US",APPROVED,Acceptable,QAGR-401436,N/A PER SOP-427473,REC-554502,10/31/2024,PRODUCT CONTACT ELASTOMER/HOSE SUPPLIER,Low,PCS ELASTOMER SUPPLIER,ETVPS,GLOBAL,100041436,100041436,"WALTNER, JERRY",PCS ELASTOMER,INDUSTRIAL RUBBER MECH INC,"GURABO,PR,US",GTORRE05,12/19/2015,MRO - ETVPS
